method,n,EN,MI,SD,SF,AG,SSIM,MS_SSIM,Qabf,VIF,SSIM_hm,MS_SSIM_hm,Qabf_hm,VIF_hm,MI_hm,Nabf,SCD,CC,PSNR,Balance,MI_A,MI_B,SSIM_A,SSIM_B,FuncCorr,FuncSal
LRRNet,30.0,6.316216205676379,1.7632450972559728,28.827475039622627,13.35891786826984,6.501435146666173,0.3788503755191718,0.6405431581408361,0.3133393224784767,0.0336137322349095,0.3124277548712931,0.6336895571522303,0.2653118445767529,0.0274862271826402,0.7772467508476338,0.2490844052874738,1.6378769877592128,0.6039885851880781,21.199311445040014,0.4997270100157951,0.7003952404725812,1.0628498567833915,0.2548558959664029,0.5028448550719409,0.835710302081323,2.2366155864783983
MURF,30.0,5.84862679276072,1.5201866766144183,15.817524703683793,13.59824550673668,6.850577130917174,0.4723394424901221,0.6535043438072687,0.3953856438082698,0.0350069410211019,0.238026094227563,0.604377619414693,0.2298554242741183,0.0153749371103696,0.3485084784825304,0.2507715358844346,1.0800775668262137,0.5193488680274647,20.20494182833951,0.2158866847482179,0.2081836258240569,1.3120030507903615,0.1525786441734204,0.792100240806824,0.3565767494191565,0.579127192734503
NSCT*,30.0,6.398325279616485,1.4652968299456892,23.00148532890702,12.06764179338951,5.992130484583538,0.4524417727854148,0.6105119617642185,0.5594831546151497,0.0516570614086753,0.305156103553176,0.5463919135823018,0.2970238501353803,0.0193706167221971,0.4650509644326845,0.1178975694995268,1.4826912537789867,0.5631057494937171,26.576874588723115,0.3137776477669424,0.3176897883535899,1.1476070415920994,0.2216726572733288,0.6832108882975009,0.5183662695411342,1.074592233141178
PIAFusion,30.0,6.565002715598913,3.906201014433092,24.9457432535802,10.713346676594202,5.224324044820928,0.53445346781119,0.6440480521005372,0.6660974586482825,0.0882034744985444,0.214516031630031,0.4632896584430348,0.3077162829104468,0.0150861293986959,0.4076910012766631,0.1031044163712208,1.5811836218472817,0.5201244996065922,13.957752405118235,0.1448606022804676,0.2180092498704758,3.688191764562616,0.128792452367841,0.9401144832545388,0.3554322816042859,0.2211913604598295
RFN-Nest,30.0,6.773430705845178,2.1531464569822885,29.98329216558505,6.952218469490785,3.6301859975896416,0.4688554601530176,0.6492168854348788,0.3330757426176698,0.0441302046520687,0.2660096095660685,0.5877660884860212,0.2664900934544134,0.022259413463987,0.6693798631552877,0.1446495477482889,1.8495824002536203,0.6375178738856323,19.29902763555636,0.2379214897861997,0.4387502815292091,1.71439617545308,0.1715598068166217,0.7661511134894137,0.5901878294179784,1.5513222640214444
SeAFusion,30.0,6.864487121577797,3.3139441916172605,30.08013882768085,12.852875166427149,6.504003739962843,0.5064231940489773,0.6048000478339688,0.5780586998230662,0.0703118394134204,0.2060373931983404,0.3901306614842016,0.245280309189426,0.0135067192743277,0.3995836872324924,0.2664177295558717,1.398472860853499,0.508356798357873,14.737485402773386,0.1535375237228705,0.2157965055408817,3.09814768607638,0.1243895162644057,0.8884568718335488,0.274396710834042,0.1372412109200264
SwinFusion,30.0,6.580918219944452,4.696451787688664,25.63254820339999,9.75493761590559,4.678946006395803,0.5405096925589139,0.6086535278188878,0.6776692516862638,0.117605593298595,0.1736145445538216,0.3497255463991521,0.164577981914961,0.0117723965306307,0.4132556280655209,0.0845150716081239,0.8852571477456085,0.4550968520938761,13.571456507229366,0.1006877985316874,0.2182492755715835,4.478202512117081,0.0981267495747409,0.9828926355430868,0.1693618454312377,-0.2349254593139436
TarDAL,30.0,7.166463757032654,2.611778804402214,39.837383638114495,14.311820300339416,6.39246818332745,0.4752641150430826,0.5652008630320836,0.438371400122414,0.0488387903609692,0.2310006326027677,0.4493574259484325,0.285301273857162,0.0214528593768651,0.6359219193482811,0.2887143801921583,1.5454427914559257,0.5667909408813566,14.696245355221238,0.1836533667753504,0.3864180397452864,2.225360764656927,0.1423700511913628,0.8081581788948023,0.6587631385425996,0.905445136115554
U2Fusion,30.0,5.745151785489921,2.26680364979417,16.678344171452014,7.585777364078789,3.622079974767657,0.4503022853661795,0.6906419938115091,0.3802563292564798,0.046721331154249,0.3423626427291835,0.6773824672444374,0.2823005296554893,0.0210114542076719,0.5848579853315085,0.0582897341115866,1.4993044494704255,0.6342899886736594,27.75411356733986,0.3874021322672192,0.3695982422950054,1.897205407499164,0.2513514804690691,0.64925309026329,0.5932885830749987,1.5217367390287382
Ours-MoE,30.0,5.989889084362713,3.323641069404734,17.249028013315638,7.731944761785299,3.290114370519968,0.5023717466633528,0.6525736174930188,0.4864868401100728,0.0640247040719424,0.2115970319491102,0.5351265358221329,0.1252802285782656,0.0109947673902604,0.3276697375545463,0.0240326872538005,1.0043580106043526,0.4822346951041196,20.829190617754687,0.1405025846532596,0.1745237722991767,3.149117297105558,0.1238451121315087,0.880898381195197,0.2173504483042199,0.0055488627713956
R1mf32,30.0,5.071291743628137,3.2937961382729912,8.793336001810498,3.3729882595050853,1.686982683500985,0.4689368977859581,0.6269460490360181,0.083386283014761,0.0663891903340643,0.2155935504641258,0.5946716899527523,0.0645767128358715,0.0117219622358493,0.2775463108893587,0.0029034509321704,0.6885976977584224,0.4905748084001415,18.77606931108801,0.1577959766772756,0.146948092663332,3.1468480456096586,0.127833943551024,0.8100398520208922,0.2159859048969416,-0.0265393079266333
R1mf48,30.0,5.9931448045285896,3.460305712684494,17.135847789033054,5.846776457226792,2.886651205199951,0.5216487013056587,0.665979293154845,0.5153264024870564,0.0731335994189317,0.1841952398523675,0.5533760846666717,0.1257102935947185,0.0112594543760924,0.3460021559676048,0.0086107335383827,1.1696789682555344,0.5235066743190766,15.817544064164911,0.1111852162905906,0.1845216757461824,3.275784036938312,0.1044833731853532,0.9388140294259644,0.2265876507286195,0.1939299657130334
R1orig48,30.0,5.551479048951845,2.649802367899392,12.711591120652168,6.1536290581052375,2.728189289933973,0.4743957451361773,0.6038114965293657,0.2902539854925349,0.053393050283435,0.233573020346198,0.5086395902365427,0.1028552265167296,0.0120960491918392,0.3944260853304465,0.0149941294998045,0.63276305112753,0.3866048970794636,23.277697742344067,0.1754587056120603,0.2178902059290486,2.431912161970344,0.141265870401205,0.8075256198711497,0.2753831188797904,-0.44933099536953
R1mf64,30.0,5.062291197527184,3.121552204057685,8.846357557449839,3.339193823148847,1.637296533433877,0.4578078928534255,0.639311220740163,0.0777056241562162,0.0656299908860397,0.2498027650449974,0.6166748554580508,0.0673022603198063,0.0128016219076609,0.3060500659132013,0.0018013318838772,0.7451944691896001,0.527886169869412,25.123394471614617,0.2022935372421852,0.1634075202172187,2.958144683840466,0.1543171714454677,0.7612986142613831,0.3782567624009051,0.2273412215612617
B2oc48hi,30.0,5.95762195774804,3.1438034191024165,17.514466936623307,6.810702731096859,3.2256776797385016,0.5197690242284392,0.6776073036913289,0.4636445591581394,0.0638808662122078,0.2584431449721286,0.6112990053285923,0.194602371458036,0.0147803914693507,0.4851252605605217,0.015169204131219,1.337347006912251,0.5692057021562733,21.518691578022427,0.1830054796130093,0.2706102908619013,2.873193128240514,0.1587437683699423,0.8807942800869364,0.4871542592665537,0.7389722762594081
B2shared48,30.0,6.161158191965746,3.520335161809088,18.86261697250622,6.5167228917872375,3.237359029652974,0.5319338760745012,0.6236566712232123,0.5529176784762456,0.0737317702885793,0.2125164175575721,0.4252190967783263,0.1426749376144339,0.0123892960038053,0.3599737813483253,0.010001980041164,0.8337943618147735,0.4426748739665707,17.041611876070984,0.1341553891996341,0.1921097252428269,3.3282254365662607,0.124636740517447,0.9392310116315552,0.1780513783076306,-0.2687699007001143
B2oc48,30.0,6.105050345011701,3.140242275105078,18.155115609746563,6.690787901225679,3.304541869208591,0.5194718108680086,0.6428503456750307,0.5253529322272497,0.0678226168434056,0.2592415689015405,0.4969991882235855,0.1794026226747148,0.0138232753648738,0.3904286108025331,0.0099924407564617,0.976867593247024,0.4722134845174807,22.55733936549081,0.1872427156556368,0.2115908210068018,2.928651454098276,0.1606134376527859,0.8783301840832313,0.3407681632269567,-0.0379329049118318
Wsh8,30.0,5.865467039782197,3.39931098984996,15.514928137106915,5.350287694200779,2.6324168336446205,0.5070358511499148,0.596813484391957,0.4319984537329175,0.0709224975344802,0.1717310927308899,0.4072186393695848,0.1096028517318163,0.0116542857480717,0.392292891838604,0.0075773294521833,0.6467379053436435,0.3988957913249086,14.570341322455135,0.1054823421751353,0.2112230744540715,3.188087915395888,0.0968934316392543,0.9171782706605752,0.0499295536585739,-0.5129867644538526
Wsh8_64,30.0,6.153917391999651,3.881125763185071,18.822467513051496,6.828339499035296,3.356561675406133,0.5156597302271069,0.6376921837197609,0.596146487815812,0.0805987681421349,0.225239982989699,0.4789278307648406,0.1677286839101423,0.012845175329894,0.3886911310058576,0.0105556583975421,0.9761922694837888,0.4688457985909984,22.01361762178095,0.1492951322223169,0.2073569612186931,3.673768801966377,0.1332926963021738,0.8980267641520396,0.2900184992986284,-0.1177029300386216
Wmoe8,30.0,5.71130117406126,3.4997238219098463,14.249316904788312,5.384549970236246,2.647747852509423,0.5078595640269551,0.6518419533032943,0.4149892738860414,0.0710539749394971,0.1768641279203041,0.5559732947908708,0.1073902286816332,0.0106422126224896,0.298026103375247,0.0053265219667654,0.9274852729446278,0.500007957026206,15.009234710507334,0.1096148945035703,0.1578415505696094,3.341882271340236,0.1001892740457378,0.9155298540081724,0.147443990221034,0.0478577189499352
Wsh10,30.0,5.893616137062265,3.6662467921757615,16.291795001307193,5.820533553878089,2.8353149416390995,0.5093632594831249,0.6550593586660044,0.4654502811408137,0.0707102418112602,0.2089351166325304,0.5421283843978034,0.1253487522633185,0.0113740881046447,0.3395877900435183,0.0069781166154242,0.9851743574602414,0.4888506515555835,20.8195586877463,0.1349504124617881,0.1801200398626879,3.4861267523130746,0.1213727862643731,0.897353732701877,0.2065335422688123,-0.0161499309081889
M4fine,30.0,5.626167021828345,3.242267693531704,13.453663409256391,5.135528913301144,2.53650235604844,0.5051484581623321,0.6585046648317494,0.3632793574836913,0.0663351346007153,0.2079079041779733,0.585148803656086,0.1201154999053726,0.0113810704585609,0.3287652476457451,0.0050568210981638,0.953971675757586,0.5188750211904133,18.52667981901073,0.135510273970899,0.1754806206606183,3.0667870728710853,0.1208457063630779,0.8894512099615864,0.2599544065201377,0.173188526103708
M4det,30.0,5.964761012444876,3.4996226261521457,17.810270978962585,6.313090116136491,3.003942287949417,0.487781397607417,0.660571438818429,0.4663021092240285,0.0655952255238971,0.2573490410269639,0.562023563604269,0.1579250926248472,0.0129819834135233,0.3876983531556993,0.015214550156343,1.1278012635627863,0.5095711207358817,27.26137437077726,0.1956699125021401,0.2084590808448135,3.2911635453073327,0.1590026710929718,0.8165601241218621,0.3246559223195334,0.1831089021843261
M4info,30.0,5.592284230419069,3.3918619552061657,13.449931247661636,5.272246141181883,2.4404353345172742,0.5004618296186986,0.6587294016209051,0.3189307621148411,0.0687503425027246,0.2234248115206666,0.59248680497909,0.1259443430034428,0.0119243083091068,0.3230189264900452,0.0066259218645163,0.960977473935958,0.5232303096915296,20.15658391425926,0.1514005094004759,0.1720418225230506,3.219820132683114,0.131817791882597,0.8691058673548002,0.3086405929120404,0.2155451807716525
BALavg,30.0,5.317176221018556,3.123795922578553,10.727103534701287,4.733239405904492,2.2817323622619328,0.4626519515343368,0.6530767973650418,0.2087362353603033,0.0615888997749104,0.2883268043566847,0.6233079392170823,0.1240276135069273,0.0147560451790424,0.3495246184926127,0.0055088123525242,0.8722625038029153,0.5431678829821319,29.779923748339183,0.2584345939612754,0.1898189344007455,2.933976988177809,0.1888077123705936,0.7364961906980801,0.460543668131647,0.4112644983850317
BALfid,30.0,5.557884861717283,3.16743324450659,12.63323798424324,5.087069328930525,2.466304327485351,0.471499034401103,0.6658554990141898,0.2629757251418171,0.063658674923116,0.2987182057328593,0.6266353624154172,0.1575767078294583,0.0160554712968743,0.3910532756141586,0.0053508501922556,1.014505406961172,0.5568448808332583,30.61225778486044,0.2708582723542124,0.214807080521043,2.952626163985548,0.1985284071478009,0.7444696616544052,0.5218265012859586,0.551778568149022
BALbal,30.0,5.550548510194465,3.316779327312018,12.636513253212993,4.891000071327154,2.374692274714368,0.4801428616076638,0.6575860526399473,0.2732648707347074,0.0661703482832965,0.275917177476447,0.6010799676372116,0.1338160225903925,0.0135860909268721,0.3267184599733027,0.0046511735285513,0.9225975937187632,0.5239007955647942,28.130118402517347,0.225906372647647,0.1745050683368628,3.142274258975156,0.1757344713836364,0.7845512518316914,0.3529316377364081,0.2295601068768328
BLbal,30.0,5.942587690847579,1.8180794298388727,16.57818058240074,8.315246405543961,4.166473023120212,0.486609057566038,0.6716147228838738,0.435550414115821,0.0473849197768344,0.3300445188991363,0.6237628083180183,0.2673825730685028,0.0217361386401599,0.4828628231266215,0.0255131345217395,1.285775960693599,0.5709034803583717,27.723035535684108,0.3557264155088149,0.438171596607242,1.3799078332316308,0.2645412710582588,0.7086768440738174,0.6775094015610343,1.1478709896117407
BLmax,30.0,6.529645593972942,5.2524839756439325,24.871189572882752,8.888472166162643,4.317806068724008,0.5388763152998687,0.6188252850136075,0.6746258136231936,0.1177249307513811,0.1552283258443913,0.3736065019686166,0.1213223558979472,0.0108651480544595,0.4016287756471384,0.0542035802503072,1.2591472581612664,0.4617012587977874,14.912011165238756,0.0870915748200261,0.2103504589743715,5.042133516669561,0.0861884405073266,0.9915641900924108,0.0858973780972033,-0.2125959260959553
BLinfo,30.0,6.575532068772424,4.1335314080426135,25.139631384121408,8.89910683685227,4.340752271192858,0.5379253781721248,0.6109942633094364,0.6697567234000729,0.1050783824883663,0.1504153211900227,0.3514233292477831,0.1154452291037196,0.0107734359315473,0.3715592303892226,0.0626063246571578,1.0160662540137,0.4532036219299382,14.699416600586428,0.0838775421004819,0.1962421789877543,3.93728922905486,0.0831566481400402,0.9926941082042094,0.0525861471244324,-0.2556688678347916
BL2r10,30.0,6.549933568915071,4.32648680016112,24.702925923642656,8.95471787421287,4.36072025869802,0.5354129460993947,0.6139969647180917,0.6642716433967625,0.0998919858933202,0.1533286089952702,0.368354580398062,0.1213853909241786,0.0108649448400293,0.3718129519631828,0.0543380358811844,1.1496836029739783,0.4610345920891365,14.173811822732672,0.0867919396611807,0.1959055817096838,4.130581218451437,0.0852415422261969,0.9855843499725924,0.0838097947304739,-0.2048844183985682
7,,,,,,,,,,,,,,,,,,,,,,,,,,
BL2qf,30.0,6.539099716231745,5.200281688126001,24.96992938163538,8.996431610282071,4.354391452569818,0.5393070458211608,0.6189841272900286,0.6762037278505414,0.1184582337718093,0.1590697672873394,0.3745406822133275,0.1248115560384113,0.0109741319849141,0.3988164777053481,0.0619333816446402,1.261260633417849,0.4625934603932838,15.312954216169576,0.0897576912914797,0.2089536576636748,4.991328030462326,0.0886195477387993,0.9899945439035224,0.0890718458144703,-0.2063424184842702
BL2r00,30.0,6.552523723707844,5.007193629331844,25.08206928603572,8.860168385010747,4.324974313764892,0.5381495975221137,0.6157788570449486,0.6707716850050527,0.113603904778014,0.1564176604331706,0.3695059477915429,0.1253180741208896,0.0109895927155625,0.3880258502385073,0.0537287313877985,1.174542547501963,0.461228583586266,14.577747899141288,0.0881946838909796,0.2034321103064036,4.803761519025441,0.0869956082971788,0.9893035867470484,0.0910501053747668,-0.2100200210575601
TGsb,30.0,6.478771392831098,4.397484323147699,23.75821385569463,8.758888110730068,4.256420455772247,0.545422216240519,0.6301721559905592,0.6574555023977092,0.1005493021053324,0.1891372800488474,0.4096995942863404,0.1439235456373287,0.0115749839295058,0.3744018975375741,0.0281053661218606,1.264765270934063,0.4720033833713454,15.678595915048115,0.1115550563739549,0.1976688813259665,4.199815441821733,0.1086109858727727,0.9822334466082652,0.1488962816832679,-0.1260110126091568
TGexp,30.0,6.536466292610897,5.334467282249288,25.04142718623848,8.889107995794529,4.318535815099164,0.5380201139882316,0.6123549425979424,0.6776861040100317,0.1241517224846846,0.1499755939880909,0.3556640382617866,0.1220400638889387,0.0109514247912905,0.4001179676071824,0.0525791842902648,1.0618435368055634,0.4551025842664257,14.23706583912478,0.0836790569048953,0.2094097699179818,5.125057512331305,0.0829379370035298,0.9931022909729332,0.0745444613980267,-0.2454318486252964
TGn1,30.0,6.562852805318845,5.174409093185552,25.37660919185557,9.098197593365276,4.398128493697486,0.538165691013245,0.6097780886764075,0.6767297627382665,0.131498139768273,0.1554547333856817,0.3508447716482589,0.1377248119901732,0.011322579654459,0.411148128984432,0.0670969541290805,0.9203568550349016,0.4535842071104993,14.209080911723856,0.087627249336741,0.2157704036235433,4.958638689562008,0.0864217600161164,0.9899096220103736,0.1021262583530503,-0.2523573418732584
TGbig,30.0,6.545936602127086,5.450395346112687,25.30674507204976,8.990797883146545,4.354861570440971,0.5380239550547874,0.6113622249856222,0.6791075125400627,0.1374412238838006,0.1496737359564992,0.3524753130608837,0.1195747259321769,0.0109218099860207,0.4060416416639156,0.0636760873421143,1.0205307879941243,0.4543513771611934,14.227508316604617,0.0835092644846487,0.2123540234291858,5.238041322683501,0.0827777877962645,0.99327012231331,0.0733746789439416,-0.2495223265323353
TGn2,30.0,6.541869898815365,5.374355618941514,25.14214133870775,8.900813034367397,4.326368374781068,0.5367411766846016,0.6120080116711795,0.6780145947259819,0.1281961947261211,0.1445099407311207,0.3526051065884229,0.1116991832075385,0.010731481203745,0.3965098394396326,0.0580601169946126,1.141345697296185,0.4551617115131245,14.236821219254946,0.080108251061212,0.2073017325277733,5.167053886413739,0.0795591428153733,0.9939232105538296,0.0484647707198141,-0.2490430110708466
V2ds,30.0,6.5871378917174095,4.529492511737832,25.39574060884859,10.069171981798435,4.623896615980839,0.5298570950490271,0.6097514739307891,0.6620981118090461,0.0990272153546409,0.1593919528086891,0.3708891856810156,0.1641124739290308,0.0114709161540042,0.4137794201551836,0.0827868927335327,1.0619814886565315,0.4614525075358113,14.391114865835242,0.092131111374385,0.2189054648443538,4.310587046893478,0.0890220145067109,0.9706921755913434,0.1550824473417153,-0.1769107548936591
V2grad,30.0,6.602286923197799,3.434885198964552,25.3852664897048,10.486282049842696,4.78366134359366,0.5219802122573497,0.5760877410658123,0.6265269670562816,0.082658968474856,0.1761576608312282,0.3422154627757643,0.1837857339994175,0.0121875829592749,0.3965446336406896,0.0720572439513081,0.9272757898962888,0.4329847154162337,15.001890690769445,0.106650189064074,0.21302990018461,3.221855298779941,0.1000472070703335,0.9439132174443656,0.1929222166189772,-0.1909911243629482
V2main,30.0,6.70609301765449,2.688541961883279,27.267004251143582,12.51299698138292,5.840266566807454,0.490702066533002,0.5638132832847531,0.5385565129535212,0.0583826329061676,0.1803368123909222,0.3785719935453391,0.2026779782495393,0.0123463635288384,0.4107615542510263,0.1524949771720179,1.0315515468731404,0.4375365684928355,15.887320247051132,0.1205137344439354,0.2275673293119261,2.460974632571353,0.1044229141003292,0.8769812189656748,0.1932732368763604,0.0735063205137816
Fds,30.0,6.543595014035023,5.412095193812665,25.322543367190853,9.090939058413296,4.391995964401773,0.5381787176322077,0.6119980784541924,0.6776724445469141,0.1422554135051424,0.1561727126401562,0.3573734019836977,0.1384131073395679,0.0113166403360867,0.4129889473631485,0.0622908254282628,1.0818057400555583,0.4584992513081616,14.316149361082983,0.088040166554476,0.2163101729375834,5.195785020875083,0.0868207092167933,0.989536726047622,0.1073604104386334,-0.224498529406085
4,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdsint,30.0,6.548486843282275,5.179937630464439,25.264244120198207,9.149782994271217,4.403605123866465,0.53742466019442,0.6085316854959765,0.6753554667988811,0.1304685472489443,0.156998552714764,0.3494506430065899,0.1441654373285764,0.0115740887169685,0.4210238382960259,0.0618505135575787,0.9043903120597996,0.4523241914957044,14.191279744084884,0.0890584741962139,0.2212980392691333,4.958639591195307,0.0874890650674473,0.9873602553213926,0.1073105107217715,-0.2576833384317612
Gcm,30.0,6.5525705462972725,4.618391801003503,25.09357419254744,10.364098901880368,4.674532048699694,0.5300182293821659,0.6200792709848384,0.651551011535073,0.0933709333338934,0.1648203722512575,0.397120886073956,0.1702594658069325,0.0116356696207249,0.4238531871609109,0.0757849710679636,1.12087447004539,0.4675889527745191,14.672010524957328,0.0963179522251462,0.2245484531194141,4.39384334788409,0.0926251784975704,0.9674112802667612,0.1705634127821059,-0.1303272314218465
5,,,,,,,,,,,,,,,,,,,,,,,,,,
Gm1,30.0,6.555066952322367,5.209869263854935,25.343306202607327,9.147933795189012,4.404838303378946,0.5378969489811903,0.609737356781963,0.67922569152976,0.1392764504448488,0.1569334138296649,0.3525522860932863,0.1508042217508619,0.0115525099573455,0.4340388050988009,0.0660249750068629,0.903806822090354,0.4536748641045179,14.177905264809343,0.0885420276377767,0.2282944328156745,4.98157483103926,0.0872329326305724,0.9885609653318084,0.1201986741361191,-0.2484101564829072
Dr5g15,30.0,6.56340832825673,5.163010228280243,25.3725350257092,9.011027956569237,4.363724717878313,0.5370274261614802,0.6106363331581655,0.6750351450303831,0.1182986120834512,0.1451305710084564,0.3493448696666412,0.1119891169194034,0.010744773681944,0.3937615410376261,0.0745595379962824,1.0009027656429197,0.4519636025440947,14.197873111327173,0.0805792946857372,0.2061447449300675,4.956865483350176,0.0799845676074211,0.9940702847155392,0.0567497595374687,-0.2643993290683638
Dr3g1,30.0,6.565122099832028,5.046717848667681,25.333023926844483,9.124093457930597,4.402583234507792,0.5378806028396653,0.6155160277126341,0.673607008875227,0.1133431388655149,0.1569562553020301,0.3670806816902459,0.1313197223481337,0.0111966757261568,0.4023886832025481,0.0692536101012137,1.1285766576451954,0.4599449175202764,14.460550812254814,0.0888194623870014,0.2112961470436484,4.835421701624032,0.0874370204446026,0.988324185234728,0.1058095727458286,-0.217316226296442
Dr3ss,30.0,6.558909826571816,5.005934155753679,25.14230651118552,9.146095321886357,4.443277796662385,0.5364163009928308,0.6142355576662776,0.6694944852332573,0.1037789371867562,0.1580509058198781,0.3645201408117298,0.1301653816028664,0.0110589474495161,0.3905860648897409,0.0620919745615884,1.0349687266734855,0.4566712597952429,14.558715068262629,0.0898882448559489,0.2048073298860916,4.801126825867585,0.0881107455163858,0.9847218564692758,0.1104042903448833,-0.2324632296626953
Dr4g2,30.0,6.564365870058038,5.1453850530232215,25.360221996061,9.044566341685538,4.388330932893525,0.5359848588179023,0.6098814044741883,0.6716910137284183,0.1104095319879441,0.1466597905282062,0.3486675464151015,0.1142651965599784,0.0107551095296282,0.397384199932687,0.0742635361216771,0.944453028116751,0.4511271479470687,14.26266461211929,0.0818336688022913,0.208263524241187,4.937121528782033,0.0809350084304672,0.9910347092053372,0.0643843024282621,-0.2663228715685554
Tr2g05,30.0,6.5370121010394655,5.440185029794088,25.2205315254348,8.967352790743583,4.347343811687858,0.537745633996114,0.6120659621812374,0.6782649573564339,0.1413876222438587,0.149072521075125,0.3540472871625533,0.1185675121242708,0.010880150462959,0.4075195490995723,0.0626073089753124,1.0437580692414203,0.4543548162756159,14.30167898432375,0.0830832807033358,0.2132068914567877,5.226978138337299,0.0823633274424677,0.9931279405497604,0.0742911549046197,-0.2496290303126656
