method,n,EN,MI,SD,SF,AG,SSIM,MS_SSIM,Qabf,VIF,SSIM_hm,MS_SSIM_hm,Qabf_hm,VIF_hm,MI_hm,Nabf,SCD,CC,PSNR,Balance,MI_A,MI_B,SSIM_A,SSIM_B,FuncCorr,FuncSal,AvgRank
LP,30,6.469155229578829,1.5344539606874248,24.33427095030401,12.60109308949632,6.272051673313303,0.4553982693098403,0.6144513503633136,0.5723248596085889,0.0532283741441174,0.3080126320968283,0.5524763954895574,0.3115272862651672,0.0207130771435131,0.4920369509987373,0.1755564747248423,1.5799487851234162,0.5801751588293541,26.24687640868589,0.3139561230385465,0.3330685386517343,1.2013854220356903,0.2224120800733903,0.6883844585462903,0.5449194449167204,1.1636171482195603,14.88888888888889
B2oc48,30,6.105050345011701,3.140242275105078,18.155115609746563,6.690787901225679,3.304541869208591,0.5194718108680086,0.6428503456750307,0.5253529322272497,0.0678226168434056,0.2592415689015405,0.4969991882235855,0.1794026226747148,0.0138232753648738,0.3904286108025331,0.0099924407564617,0.976867593247024,0.4722134845174807,22.55733936549081,0.1872427156556368,0.2115908210068018,2.928651454098276,0.1606134376527859,0.8783301840832313,0.3407681632269567,-0.0379329049118318,15.444444444444445
B2oc48hi,30,5.95762195774804,3.1438034191024165,17.514466936623307,6.810702731096859,3.2256776797385016,0.5197690242284392,0.6776073036913289,0.4636445591581394,0.0638808662122078,0.2584431449721286,0.6112990053285923,0.194602371458036,0.0147803914693507,0.4851252605605217,0.015169204131219,1.337347006912251,0.5692057021562733,21.518691578022427,0.1830054796130093,0.2706102908619013,2.873193128240514,0.1587437683699423,0.8807942800869364,0.4871542592665537,0.7389722762594081,15.555555555555555
Ours-MoE,30,5.989889084362713,3.323641069404734,17.249028013315638,7.731944761785299,3.290114370519968,0.5023717466633528,0.6525736174930188,0.4864868401100728,0.0640247040719424,0.2115970319491102,0.5351265358221329,0.1252802285782656,0.0109947673902604,0.3276697375545463,0.0240326872538005,1.0043580106043526,0.4822346951041196,20.829190617754687,0.1405025846532596,0.1745237722991767,3.149117297105558,0.1238451121315087,0.880898381195197,0.2173504483042199,0.0055488627713956,16.0
NSCT*,30,6.398325279616485,1.4652968299456892,23.00148532890702,12.06764179338951,5.992130484583538,0.4524417727854148,0.6105119617642185,0.5594831546151497,0.0516570614086753,0.305156103553176,0.5463919135823018,0.2970238501353803,0.0193706167221971,0.4650509644326845,0.1178975694995268,1.4826912537789867,0.5631057494937171,26.576874588723115,0.3137776477669424,0.3176897883535899,1.1476070415920994,0.2216726572733288,0.6832108882975009,0.5183662695411342,1.074592233141178,16.333333333333332
Wsh10,30,5.893616137062265,3.6662467921757615,16.291795001307193,5.820533553878089,2.8353149416390995,0.5093632594831249,0.6550593586660044,0.4654502811408137,0.0707102418112602,0.2089351166325304,0.5421283843978034,0.1253487522633185,0.0113740881046447,0.3395877900435183,0.0069781166154242,0.9851743574602414,0.4888506515555835,20.8195586877463,0.1349504124617881,0.1801200398626879,3.4861267523130746,0.1213727862643731,0.897353732701877,0.2065335422688123,-0.0161499309081889,16.333333333333332
LRRNet,30,6.316216205676379,1.7632450972559728,28.827475039622627,13.35891786826984,6.501435146666173,0.3788503755191718,0.6405431581408361,0.3133393224784767,0.0336137322349095,0.3124277548712931,0.6336895571522303,0.2653118445767529,0.0274862271826402,0.7772467508476338,0.2490844052874738,1.6378769877592128,0.6039885851880781,21.199311445040014,0.4997270100157951,0.7003952404725812,1.0628498567833915,0.2548558959664029,0.5028448550719409,0.835710302081323,2.2366155864783983,17.0
RFN-Nest,30,6.773430705845178,2.1531464569822885,29.98329216558505,6.952218469490785,3.6301859975896416,0.4688554601530176,0.6492168854348788,0.3330757426176698,0.0441302046520687,0.2660096095660685,0.5877660884860212,0.2664900934544134,0.022259413463987,0.6693798631552877,0.1446495477482889,1.8495824002536203,0.6375178738856323,19.29902763555636,0.2379214897861997,0.4387502815292091,1.71439617545308,0.1715598068166217,0.7661511134894137,0.5901878294179784,1.5513222640214444,17.22222222222222
DWT,30,5.925556381714458,1.9078002261601208,16.67257638952017,11.5360465618636,5.654487885340192,0.4634465516580019,0.6928018194924676,0.4194508278240324,0.0446956166747457,0.3181358450232834,0.672392810708272,0.2882512104313512,0.0222186663552496,0.5510386715925943,0.1160049070271008,1.4886512525645303,0.6296077227780342,36.40767753751387,0.325982821746236,0.3610172543427154,1.546782971817405,0.2323782042420378,0.6945148990739661,0.5839558787389223,1.368970394744964,17.77777777777778
MURF,30,5.84862679276072,1.5201866766144183,15.817524703683793,13.59824550673668,6.850577130917174,0.4723394424901221,0.6535043438072687,0.3953856438082698,0.0350069410211019,0.238026094227563,0.604377619414693,0.2298554242741183,0.0153749371103696,0.3485084784825304,0.2507715358844346,1.0800775668262137,0.5193488680274647,20.20494182833951,0.2158866847482179,0.2081836258240569,1.3120030507903615,0.1525786441734204,0.792100240806824,0.3565767494191565,0.579127192734503,18.22222222222222
Wmoe8,30,5.71130117406126,3.4997238219098463,14.249316904788312,5.384549970236246,2.647747852509423,0.5078595640269551,0.6518419533032943,0.4149892738860414,0.0710539749394971,0.1768641279203041,0.5559732947908708,0.1073902286816332,0.0106422126224896,0.298026103375247,0.0053265219667654,0.9274852729446278,0.500007957026206,15.009234710507334,0.1096148945035703,0.1578415505696094,3.341882271340236,0.1001892740457378,0.9155298540081724,0.147443990221034,0.0478577189499352,18.555555555555557
Wsh8,30,5.865467039782197,3.39931098984996,15.514928137106915,5.350287694200779,2.6324168336446205,0.5070358511499148,0.596813484391957,0.4319984537329175,0.0709224975344802,0.1717310927308899,0.4072186393695848,0.1096028517318163,0.0116542857480717,0.392292891838604,0.0075773294521833,0.6467379053436435,0.3988957913249086,14.570341322455135,0.1054823421751353,0.2112230744540715,3.188087915395888,0.0968934316392543,0.9171782706605752,0.0499295536585739,-0.5129867644538526,20.22222222222222
U2Fusion,30,5.745151785489921,2.26680364979417,16.678344171452014,7.585777364078789,3.622079974767657,0.4503022853661795,0.6906419938115091,0.3802563292564798,0.046721331154249,0.3423626427291835,0.6773824672444374,0.2823005296554893,0.0210114542076719,0.5848579853315085,0.0582897341115866,1.4993044494704255,0.6342899886736594,27.75411356733986,0.3874021322672192,0.3695982422950054,1.897205407499164,0.2513514804690691,0.64925309026329,0.5932885830749987,1.5217367390287382,20.333333333333332
GTF,30,6.351020457925864,1.999981265039648,21.70438983524922,9.099892157297525,4.305665914234928,0.4613166174374498,0.6077904869625309,0.3220838173758539,0.0349593288214112,0.2579402105381962,0.432427991314371,0.2883220150363398,0.0238350479196301,0.4336833935043953,0.0646512800233331,0.9584910702013378,0.44846516815436,14.25603546727752,0.2464281940173741,0.2520906775377256,1.7478905875019222,0.170749187037321,0.751884047837579,0.1769262228058306,-0.0655606796853416,20.555555555555557
R1mf32,30,5.071291743628137,3.2937961382729912,8.793336001810498,3.3729882595050853,1.686982683500985,0.4689368977859581,0.6269460490360181,0.083386283014761,0.0663891903340643,0.2155935504641258,0.5946716899527523,0.0645767128358715,0.0117219622358493,0.2775463108893587,0.0029034509321704,0.6885976977584224,0.4905748084001415,18.77606931108801,0.1577959766772756,0.146948092663332,3.1468480456096586,0.127833943551024,0.8100398520208922,0.2159859048969416,-0.0265393079266333,23.444444444444443
R1orig48,30,5.551479048951845,2.649802367899392,12.711591120652168,6.1536290581052375,2.728189289933973,0.4743957451361773,0.6038114965293657,0.2902539854925349,0.053393050283435,0.233573020346198,0.5086395902365427,0.1028552265167296,0.0120960491918392,0.3944260853304465,0.0149941294998045,0.63276305112753,0.3866048970794636,23.277697742344067,0.1754587056120603,0.2178902059290486,2.431912161970344,0.141265870401205,0.8075256198711497,0.2753831188797904,-0.44933099536953,23.88888888888889
R1mf64,30,5.062291197527184,3.121552204057685,8.846357557449839,3.339193823148847,1.637296533433877,0.4578078928534255,0.639311220740163,0.0777056241562162,0.0656299908860397,0.2498027650449974,0.6166748554580508,0.0673022603198063,0.0128016219076609,0.3060500659132013,0.0018013318838772,0.7451944691896001,0.527886169869412,25.123394471614617,0.2022935372421852,0.1634075202172187,2.958144683840466,0.1543171714454677,0.7612986142613831,0.3782567624009051,0.2273412215612617,24.555555555555557
