method,n,EN,MI,SD,SF,AG,SSIM,MS_SSIM,Qabf,VIF,SSIM_hm,MS_SSIM_hm,Qabf_hm,VIF_hm,MI_hm,Nabf,SCD,CC,PSNR,Balance,MI_A,MI_B,SSIM_A,SSIM_B,FuncCorr,FuncSal,AvgRank
DWT,48,5.167278949512502,2.6024928806063428,58.42134477280792,25.29144357716592,10.218365620195152,0.701037173468395,0.7687308864960244,0.5387207190745765,0.063873354752106,0.6716656006052985,0.7582786321131314,0.3348933503378617,0.0400959024335958,1.2514367651460028,0.0763463385471261,0.8382015635323204,0.8772987454010254,29.161178958949147,0.6710321315497444,1.091370630912232,1.5111222496941108,0.5638192799254834,0.8382550670113065,0.389204482206207,1.8821009818073609,13.0
R1mf48,48,5.706329607590258,3.171942563091227,54.214958740776176,16.890791370017904,6.770048200571803,0.2879214054717731,0.7135368047106919,0.5145962362791945,0.0572695181538518,0.2445670943737299,0.6884043053322323,0.3839857518128464,0.0416167636735431,1.4309913907544145,0.0093035379924573,0.4662168583204693,0.8599605625288747,16.32439314301455,0.4840941612523239,1.1388237321229564,2.0331188309682706,0.1830379933004044,0.3928048176431418,0.7477319161078219,1.7765878190690405,15.444444444444445
B2shared48,48,5.403014976492384,3.0600069862890504,51.61652068208622,15.846971359038523,6.318353983569383,0.3128716064737721,0.7306555688360769,0.4549718287238971,0.0589750804888041,0.2583544268756845,0.698268823772627,0.3035901471476449,0.0374963153265174,1.3381101216778033,0.0038650532065302,0.2934153118217837,0.8573295028664161,21.287358846024777,0.465765041954116,1.050581240839942,2.0094257454491085,0.1910543121276081,0.4346889008199361,0.4785245301708811,1.7057877133021568,17.11111111111111
Ours-MoE,48,5.398062254063956,3.005855423026085,49.32543491254441,18.47586516281752,6.982032119391284,0.302601175149311,0.7187637174395297,0.5349387690488284,0.0534519933620973,0.1824933735449464,0.6611286069202102,0.1687984065956303,0.0189005510559327,1.1959379950261395,0.0100066227075152,-0.070937352333101,0.8228575463411021,21.149730625628127,0.2359388130798547,0.838413072312616,2.1674423507134697,0.1135764300680001,0.4916259202306219,0.1587116045321054,1.3626955318446738,17.555555555555557
TarDAL,48,5.785578328672,2.974018541770408,60.971602891852,21.46662490030522,7.827248778543577,0.260513237807176,0.6853101013859587,0.425113374055051,0.0462612973559943,0.2285186791272294,0.6612589261996554,0.3646846421297741,0.039966603007624,1.4379006061788504,0.047554859550275,0.6280542542328964,0.833791599001855,13.373139432371024,0.5306733493478307,1.2828550899754798,1.6911634517949288,0.1763268788823605,0.3446995967319914,0.7490924089824939,1.642833479184013,18.11111111111111
RFN-Nest,48,5.6043946454479,2.78456503843436,69.43840254169397,8.809235052619165,3.736748493382772,0.6430264770227989,0.759334199129404,0.1813553070391298,0.0410787579771529,0.6418818654860421,0.7554696090472418,0.162477183354519,0.0402736382590463,1.369763490585559,0.0268441147027163,1.4169686384545728,0.8830283761864178,22.405030616331644,0.935362250597858,1.3097677176624474,1.474797320771912,0.6363721178846767,0.6496808361609209,0.4601614155829187,2.045503359376759,18.666666666666668
B2oc48hi,48,5.435316970922511,2.999331958999033,52.15271608609876,16.439435181578094,6.4592773373912165,0.3046388555816189,0.7337764994259017,0.4058713858394466,0.0525392495356317,0.2571114208726495,0.7132355020061253,0.319004287282611,0.03447632008863,1.3283058606583176,0.0109234686763852,0.462249597182575,0.8712290488543802,21.28942464825528,0.4848901321556804,1.045570379598859,1.953761579400174,0.1922706863488289,0.4170070248144088,0.440531183276081,1.8774296905758672,18.77777777777778
Wmoe8,48,5.844510370940141,3.2924885856240222,47.417287424941264,15.845664711080389,6.429286270830705,0.2673893315533469,0.6841245394938799,0.4200423168814748,0.0509113133728904,0.2239079140387717,0.6517207365254108,0.3306619376750274,0.0357560875259725,1.4429758386797715,0.0050515737737416,0.0365965997681347,0.8388052044747644,16.425058412561135,0.4920184864665591,1.1396476304411338,2.152840955182888,0.168695916555877,0.3660827465508169,0.7146447671124433,1.5527393817277588,18.88888888888889
Wsh10,48,5.451980134180952,3.2907656511398145,44.72414202489072,14.59429410975268,5.888086259753521,0.2825377728576392,0.6973491187732259,0.4163378324062388,0.0548513998792799,0.2096354925986787,0.648439478812187,0.2336019714237242,0.0279115076774269,1.382399289768004,0.0026767467408148,-0.1938688212911509,0.8262551276393045,19.551827665208403,0.3548525268541797,1.037261165938071,2.253504485201744,0.1433138487093869,0.4217616970058915,0.449435477325645,1.3888703665818103,19.666666666666668
B2oc48,48,5.272214967838436,3.007363946231399,46.78667028400557,15.381982701588695,6.113509865649218,0.3072969786334097,0.7263588978709093,0.4014703041242686,0.0553101167990697,0.2581509581642824,0.7050574498511569,0.284708974984487,0.0331036509704171,1.3046226176586606,0.0022460833060666,0.0823538534585797,0.8621500778973283,23.102123422783126,0.4671785094126175,0.9972449696700378,2.0101189765613605,0.1906553386318831,0.4239386186349363,0.4327327022811685,1.7935038434248272,20.11111111111111
GTF,48,5.332144643674089,2.772323379006836,65.34110752471548,13.386312015630168,4.950835727267269,0.6738479944071957,0.7434844939565934,0.2830806428863743,0.044924268793682,0.6622362621673851,0.6834863730584756,0.2997263535609268,0.0392272611521407,1.3064607309098644,0.0182639008935688,0.7000039622073323,0.8208068515888272,20.09409056591721,0.7959164908885482,1.106940567277795,1.6653828117290412,0.5984882105279327,0.7492077782864589,0.1965901531591771,1.3744119633652654,20.333333333333332
U2Fusion,48,5.123918377928802,2.702844858050556,48.96209815394364,17.12426133730376,6.731804462583424,0.3010583454074756,0.7383644146713967,0.4307003149431646,0.0516849784412905,0.2580110699657394,0.7323468679172027,0.315574924378502,0.0364357450445705,1.2622365355110408,0.033704728160936,0.3161254565783278,0.8736506140564521,25.50544710346522,0.4626534122647301,1.0352265826493268,1.6676182754012292,0.1896609858889271,0.4124557049260242,0.3641111472704905,1.9576707104532869,20.555555555555557
Wsh8,48,5.614115730991834,3.1451845682737,43.70242751628496,14.18300260814414,5.737461452593883,0.27376659226609,0.680652378083718,0.373312974051217,0.0539804303545989,0.2238251464407087,0.6393264798279992,0.2676786291643568,0.0307589928149353,1.3529449254979864,0.0025669481991397,-0.2109485129796375,0.8276596462843658,16.74155703142217,0.4422066189790012,1.024684135219556,2.120500433054144,0.1626431272068247,0.3848900573253553,0.6074376985380493,1.4698352583331518,21.11111111111111
R1orig48,48,5.470365320171333,2.9823575825340125,39.344218100041495,16.73230402529998,6.697931108894199,0.2755443419063066,0.6707913157681804,0.4305869155405564,0.0503975303202169,0.170076361034471,0.6205119309720809,0.1519809644189867,0.0176137807767061,1.1492021355544788,0.0059297802675913,-0.4481252852782565,0.7877197263380058,18.91361840594112,0.2468404036333014,0.7900263178703968,2.192331264663616,0.1071746214973553,0.4439140623152579,0.1481155272511554,1.2338341959631407,21.333333333333332
LRRNet,48,5.406696289202924,2.500209055369338,50.045259896762126,13.824786636267287,5.9543628433039,0.1962920264086833,0.6916998302216394,0.1687603702761668,0.0306798378197606,0.1867246537613474,0.6800924571217574,0.1578520706510479,0.0251306696208304,1.2249629938076314,0.0719865389919574,0.3144003563568743,0.8359378981760889,18.25506921160603,0.7019914953730418,1.3275304871789009,1.1726785681904373,0.2303531418921721,0.1622309109251945,0.5444510556447786,2.340386660009024,25.444444444444443
R1mf64,48,5.113506117638053,2.9923997957352526,29.870989815031137,8.363568076079446,3.4965998804315994,0.2328915394630006,0.6451456512202388,0.0776526696914438,0.0518419437095414,0.2122844126227971,0.6344093312393854,0.0836016514918579,0.0342052543523719,1.31151180635858,0.0008069517636568,-0.5756027586773217,0.8577582025119114,18.68401341715169,0.6011718090934214,1.0197473241549655,1.9726524715802871,0.1756035835750202,0.290179495350981,0.6252919769141202,1.6477183612097912,26.555555555555557
R1mf32,48,4.824723555565016,3.0565615017572143,27.74837361314336,8.67452790625021,3.457048367478157,0.2201383797951973,0.6212681643606435,0.0728754383828707,0.0531186152036583,0.2002385297165454,0.6115618073520329,0.0776244110484055,0.0385334398680093,1.398268582554237,0.0003238636074986,-0.6456077408150411,0.8484261561438714,16.81775433094162,0.6032194607641324,1.1552288194079312,1.9013326823492835,0.1678997909158552,0.2723769686745393,0.7125703806357823,1.578690102408214,26.555555555555557
