method,n,EN,MI,SD,SF,AG,SSIM,MS_SSIM,Qabf,VIF,SSIM_hm,MS_SSIM_hm,Qabf_hm,VIF_hm,MI_hm,Nabf,SCD,CC,PSNR,Balance,MI_A,MI_B,SSIM_A,SSIM_B,FuncCorr,FuncSal
MURF,48.0,5.671160036106998,2.5209142195244403,76.9820469827675,43.88643994670039,17.47610349458942,0.3277013762636635,0.7255606297258902,0.5151459571541236,0.0484161461878304,0.2239324664788667,0.6932907405478499,0.2252129574477273,0.0240770697425685,1.165992428111019,0.2946587950400505,1.3081614482386346,0.8386272081091768,16.57801832064489,0.2986242294015797,0.9520325092606364,1.5688817102638035,0.1465055536419895,0.5088971988853374,0.2216833286386014,1.609360146793092
NSCT*,48.0,5.033917339655516,2.7048888685333297,62.91849034250344,26.53329431069871,10.10896986538132,0.7091372645156699,0.7588315182786493,0.6559679140580214,0.06742583080211,0.6708749076185735,0.7319317669456898,0.3474028352370513,0.0428158219827011,1.2731860757430231,0.0478701161995999,0.8315550238734367,0.8513181279015578,23.738379434905287,0.6334407860096657,1.0562419903413451,1.648646878191985,0.5501627099470118,0.8681118190843281,0.3328194796509732,1.6702104831185831
PIAFusion,48.0,5.63818085595486,3.1412887975740897,73.35877589896094,26.57548357738661,10.46621867058571,0.3602023942660703,0.747391148639246,0.6833967938860835,0.0646704275169184,0.2885130351689391,0.7094912386941562,0.4713538924189821,0.0402285257409245,1.3931219378547508,0.0696140452641321,1.39590830256037,0.8532168908662547,18.10385140179785,0.41332744146821,1.101265417140946,2.040023380433144,0.2052461696561653,0.5151586188759755,0.4658094476410628,1.6609258049970326
RFN-Nest,48.0,5.6043946454479,2.78456503843436,69.43840254169397,8.809235052619165,3.736748493382772,0.6430264770227989,0.759334199129404,0.1813553070391298,0.0410787579771529,0.6418818654860421,0.7554696090472418,0.162477183354519,0.0402736382590463,1.369763490585559,0.0268441147027163,1.4169686384545728,0.8830283761864178,22.405030616331644,0.935362250597858,1.3097677176624474,1.474797320771912,0.6363721178846767,0.6496808361609209,0.4601614155829187,2.045503359376759
SeAFusion,48.0,5.731523179409393,2.98550309108096,76.27836902438632,23.838741176691087,9.45680104904128,0.6618997015187085,0.7512779514469102,0.6326328645100682,0.0533555241593407,0.6175240310517176,0.7051639529542847,0.4218184171068183,0.0361822666436047,1.3583477990372224,0.0712232393657786,1.5248018541582011,0.8527658104572623,17.980517681335424,0.6083653073491299,1.0952440864924966,1.8902590045884624,0.4995526817365137,0.8242467213009034,0.475793278591072,1.6101823418512595
SwinFusion,48.0,5.947838714412119,3.4735870657319388,69.98629839787489,28.118775975637828,10.97949494464739,0.3389226395183177,0.7358579819674674,0.7390320108783607,0.075650882109227,0.2130931033780237,0.675401172138856,0.3334522654983765,0.0259376820330373,1.3735496684464887,0.0614190294718469,0.9758030019946312,0.8293316942371808,17.64448959639455,0.2522783073143993,0.9660785798102466,2.5075084859216923,0.1344672690515427,0.5433780099850928,0.2388233089705925,1.4519905255991732
TarDAL,48.0,5.785578328672,2.974018541770408,60.971602891852,21.46662490030522,7.827248778543577,0.260513237807176,0.6853101013859587,0.425113374055051,0.0462612973559943,0.2285186791272294,0.6612589261996554,0.3646846421297741,0.039966603007624,1.4379006061788504,0.047554859550275,0.6280542542328964,0.833791599001855,13.373139432371024,0.5306733493478307,1.2828550899754798,1.6911634517949288,0.1763268788823605,0.3446995967319914,0.7490924089824939,1.642833479184013
U2Fusion,48.0,5.123918377928802,2.702844858050556,48.96209815394364,17.12426133730376,6.731804462583424,0.3010583454074756,0.7383644146713967,0.4307003149431646,0.0516849784412905,0.2580110699657394,0.7323468679172027,0.315574924378502,0.0364357450445705,1.2622365355110408,0.033704728160936,0.3161254565783278,0.8736506140564521,25.50544710346522,0.4626534122647301,1.0352265826493268,1.6676182754012292,0.1896609858889271,0.4124557049260242,0.3641111472704905,1.9576707104532869
Ours-MoE,48.0,5.398062254063956,3.005855423026085,49.32543491254441,18.47586516281752,6.982032119391284,0.302601175149311,0.7187637174395297,0.5349387690488284,0.0534519933620973,0.1824933735449464,0.6611286069202102,0.1687984065956303,0.0189005510559327,1.1959379950261395,0.0100066227075152,-0.070937352333101,0.8228575463411021,21.149730625628127,0.2359388130798547,0.838413072312616,2.1674423507134697,0.1135764300680001,0.4916259202306219,0.1587116045321054,1.3626955318446738
R1mf32,48.0,4.824723555565016,3.0565615017572143,27.74837361314336,8.67452790625021,3.457048367478157,0.2201383797951973,0.6212681643606435,0.0728754383828707,0.0531186152036583,0.2002385297165454,0.6115618073520329,0.0776244110484055,0.0385334398680093,1.398268582554237,0.0003238636074986,-0.6456077408150411,0.8484261561438714,16.81775433094162,0.6032194607641324,1.1552288194079312,1.9013326823492835,0.1678997909158552,0.2723769686745393,0.7125703806357823,1.578690102408214
R1mf48,48.0,5.706329607590258,3.171942563091227,54.214958740776176,16.890791370017904,6.770048200571803,0.2879214054717731,0.7135368047106919,0.5145962362791945,0.0572695181538518,0.2445670943737299,0.6884043053322323,0.3839857518128464,0.0416167636735431,1.4309913907544145,0.0093035379924573,0.4662168583204693,0.8599605625288747,16.32439314301455,0.4840941612523239,1.1388237321229564,2.0331188309682706,0.1830379933004044,0.3928048176431418,0.7477319161078219,1.7765878190690405
R1orig48,48.0,5.470365320171333,2.9823575825340125,39.344218100041495,16.73230402529998,6.697931108894199,0.2755443419063066,0.6707913157681804,0.4305869155405564,0.0503975303202169,0.170076361034471,0.6205119309720809,0.1519809644189867,0.0176137807767061,1.1492021355544788,0.0059297802675913,-0.4481252852782565,0.7877197263380058,18.91361840594112,0.2468404036333014,0.7900263178703968,2.192331264663616,0.1071746214973553,0.4439140623152579,0.1481155272511554,1.2338341959631407
R1mf64,48.0,5.113506117638053,2.9923997957352526,29.870989815031137,8.363568076079446,3.4965998804315994,0.2328915394630006,0.6451456512202388,0.0776526696914438,0.0518419437095414,0.2122844126227971,0.6344093312393854,0.0836016514918579,0.0342052543523719,1.31151180635858,0.0008069517636568,-0.5756027586773217,0.8577582025119114,18.68401341715169,0.6011718090934214,1.0197473241549655,1.9726524715802871,0.1756035835750202,0.290179495350981,0.6252919769141202,1.6477183612097912
B2oc48hi,48.0,5.435316970922511,2.999331958999033,52.15271608609876,16.439435181578094,6.4592773373912165,0.3046388555816189,0.7337764994259017,0.4058713858394466,0.0525392495356317,0.2571114208726495,0.7132355020061253,0.319004287282611,0.03447632008863,1.3283058606583176,0.0109234686763852,0.462249597182575,0.8712290488543802,21.28942464825528,0.4848901321556804,1.045570379598859,1.953761579400174,0.1922706863488289,0.4170070248144088,0.440531183276081,1.8774296905758672
B2shared48,48.0,5.403014976492384,3.0600069862890504,51.61652068208622,15.846971359038523,6.318353983569383,0.3128716064737721,0.7306555688360769,0.4549718287238971,0.0589750804888041,0.2583544268756845,0.698268823772627,0.3035901471476449,0.0374963153265174,1.3381101216778033,0.0038650532065302,0.2934153118217837,0.8573295028664161,21.287358846024777,0.465765041954116,1.050581240839942,2.0094257454491085,0.1910543121276081,0.4346889008199361,0.4785245301708811,1.7057877133021568
B2oc48,48.0,5.272214967838436,3.007363946231399,46.78667028400557,15.381982701588695,6.113509865649218,0.3072969786334097,0.7263588978709093,0.4014703041242686,0.0553101167990697,0.2581509581642824,0.7050574498511569,0.284708974984487,0.0331036509704171,1.3046226176586606,0.0022460833060666,0.0823538534585797,0.8621500778973283,23.102123422783126,0.4671785094126175,0.9972449696700378,2.0101189765613605,0.1906553386318831,0.4239386186349363,0.4327327022811685,1.7935038434248272
Wsh8,48.0,5.614115730991834,3.1451845682737,43.70242751628496,14.18300260814414,5.737461452593883,0.27376659226609,0.680652378083718,0.373312974051217,0.0539804303545989,0.2238251464407087,0.6393264798279992,0.2676786291643568,0.0307589928149353,1.3529449254979864,0.0025669481991397,-0.2109485129796375,0.8276596462843658,16.74155703142217,0.4422066189790012,1.024684135219556,2.120500433054144,0.1626431272068247,0.3848900573253553,0.6074376985380493,1.4698352583331518
Wsh8_64,48.0,5.680138069185223,3.254497838652157,59.80957645807039,18.318488834973326,7.226077694983542,0.3584216068756638,0.7495824122421394,0.56368820342974,0.0598700596702793,0.3092115728289863,0.722870058169269,0.4185982734361679,0.0428120461463176,1.451535211170708,0.0087286377203076,0.7820458505803503,0.8643386215248524,23.53821536475321,0.5180025365861235,1.1692827967843276,2.085215041867829,0.2365692217871502,0.4802739919641774,0.6474944881306307,1.7635056627713288
Wmoe8,48.0,5.844510370940141,3.2924885856240222,47.417287424941264,15.845664711080389,6.429286270830705,0.2673893315533469,0.6841245394938799,0.4200423168814748,0.0509113133728904,0.2239079140387717,0.6517207365254108,0.3306619376750274,0.0357560875259725,1.4429758386797715,0.0050515737737416,0.0365965997681347,0.8388052044747644,16.425058412561135,0.4920184864665591,1.1396476304411338,2.152840955182888,0.168695916555877,0.3660827465508169,0.7146447671124433,1.5527393817277588
Wsh10,48.0,5.451980134180952,3.2907656511398145,44.72414202489072,14.59429410975268,5.888086259753521,0.2825377728576392,0.6973491187732259,0.4163378324062388,0.0548513998792799,0.2096354925986787,0.648439478812187,0.2336019714237242,0.0279115076774269,1.382399289768004,0.0026767467408148,-0.1938688212911509,0.8262551276393045,19.551827665208403,0.3548525268541797,1.037261165938071,2.253504485201744,0.1433138487093869,0.4217616970058915,0.449435477325645,1.3888703665818103
M4fine,48.0,5.567038883765702,3.160840182074516,56.527580921696114,16.473794962056527,6.408196534027074,0.3017026899501209,0.731811842088009,0.4957901310049383,0.0551658967435735,0.2549715057362975,0.704717573151307,0.3784174343992684,0.0415100732452246,1.4439559242291269,0.0023748631928058,0.5894146910821857,0.865239350069643,19.01945998002562,0.5001979506539104,1.2083061910371449,1.952533991037372,0.193125523226321,0.4102798566739207,0.6446552326611691,1.716736275699833
M4det,48.0,5.367385603382132,3.146188910167752,53.79343517257325,16.13952675940241,6.157222756756586,0.2982760140228204,0.7282333458812094,0.4280650257418218,0.0508084081745177,0.2540603300919151,0.700878742690898,0.3542110774034812,0.0378360236043901,1.4274655562540233,0.0177709108624426,0.3361360678354497,0.8407753144343615,20.839472693234644,0.5101813799717467,1.1738528965837036,1.9723360135840489,0.1940578882779906,0.4024941397676501,0.7027645572209259,1.7234965997017964
M4info,48.0,5.62685954366946,3.227206313300222,55.39037953041187,18.111548925365764,7.010244525857385,0.2985737529429887,0.7250320299425024,0.508702464971025,0.0551024399944459,0.2630762241225186,0.7033944311548653,0.4198685766999352,0.0430077584903866,1.4693847123111643,0.0074572927858007,0.4810947537061963,0.8584203234928737,17.79656404282822,0.541590345674401,1.1880655606990311,2.039140752601191,0.2039377738296862,0.3932097320562911,0.7651498598493575,1.7756819399453765
BALavg,48.0,5.538953250886595,2.9182695995375503,36.67573424908715,12.42860613129834,5.119802736282699,0.2765997369175275,0.6898690471156105,0.2303216025974249,0.0493781362002294,0.2366103355247931,0.6731610256141501,0.1852822404325492,0.030336709454654,1.2632892756343443,0.0008796507503866,-0.3551081950542018,0.8625335847008889,20.58036464675422,0.5045093621800585,0.970319036185662,1.947950563351888,0.1803840337630951,0.3728154400719599,0.4256624700908542,1.716148477955339
BALfid,48.0,5.596045122688817,3.0229915029350383,48.61020524453088,16.00250263564398,6.439132338465245,0.3137497326996755,0.7361610385621171,0.3965870119520966,0.0513136267375518,0.2735851147076489,0.7207142504297019,0.3146815505476965,0.0377516946942832,1.3499299087472874,0.0039869708388256,0.2739855040416556,0.8726220611184136,24.45272985402826,0.5249285652277885,1.091188247565584,1.931803255369454,0.2104161436441908,0.4170833217551601,0.5171965908629348,1.8594219821790583
BALbal,48.0,5.521054803436179,3.09949606549576,48.34369597191121,13.473523073923078,5.432849799634951,0.2954278688100611,0.7261655348520678,0.3077052329034822,0.0517520185307042,0.2570491439428776,0.7119208525145924,0.2646112785102995,0.0362958409342129,1.3855833351910831,0.0035497735902846,0.2111619239925607,0.8698226988961535,23.62055355726643,0.5161340003971,1.102348638725516,1.9971474267702447,0.1969252238644586,0.3939305137556637,0.4187402682452243,1.848486013997328
BLbal,48.0,5.176894232479826,3.4289020425666554,63.47197812590188,22.38237239317024,8.583843208543664,0.738391417360412,0.7705322227664674,0.6662999986369144,0.0818972420353211,0.6957410293870131,0.7343829087386204,0.3318169190128048,0.0426085572348044,1.4548419477842458,0.0034782646381833,0.924865255889213,0.8601449143915608,24.9927899313464,0.6248107247533415,1.1011987157237595,2.327703326842896,0.5681299656997426,0.9086528690210814,0.4299343848030104,1.6614027853209128
BLmax,48.0,5.650369349618825,4.0289523008636285,72.0841274864962,25.93008235880298,9.718211622727448,0.7112100905265772,0.7514671786943518,0.6841283489667966,0.0738186512515304,0.67133862746029,0.7070895193208129,0.4935071483564603,0.0448293148901045,1.7805442653563814,0.0173259538754939,1.2697367893483296,0.8455090470071952,19.39053031600309,0.6532380078515602,1.416973087440884,2.6119792134227446,0.5597283941864163,0.8626917868667383,0.7689974535756464,1.5720311952795225
BLinfo,48.0,5.280869497810344,3.725170638248977,70.39035035682777,24.57995087672116,9.203033424117814,0.733243517043623,0.7557043180100024,0.6759086554319719,0.0800594259061817,0.6972696924456209,0.7114772117230693,0.455182827641547,0.048453366820307,1.6376370987607098,0.0123018223575872,1.1977602196859625,0.8455182883680615,20.25007433670423,0.6611085021852384,1.2902748323807571,2.43489580586822,0.5823077937583029,0.8841792403289433,0.7143747475121597,1.5587210476763138
BL2r10,48.0,5.587511103604814,3.7439250177408057,68.55048114536214,22.3833447911766,8.493080100945683,0.6725148659410056,0.7583445037999897,0.5997207560673118,0.0670845755078966,0.641807874075572,0.7239986560226549,0.4867199526361385,0.0484312378564656,1.705032048240182,0.0105225595787329,1.1242213364305995,0.8523259272774354,21.448300886886624,0.6894856768645559,1.510854107675231,2.233070910065574,0.5647865704548217,0.7802431614271897,0.8283858212662668,1.6981392454192503
BL2qf,48.0,5.243948428675759,4.165725207051627,72.33286245780731,26.535739660189947,9.891439675549988,0.7291186108432162,0.7510401042956438,0.6887710863125683,0.0990858998546996,0.6854321651191455,0.7009339958831958,0.4656490556386594,0.0474150792127796,1.788771135810041,0.0182254495159512,1.2341995046463377,0.8394770267645083,19.19478904489286,0.6380829465171461,1.3883771293766225,2.7773480776750046,0.5659792228237123,0.8922579988627201,0.6992505635168064,1.5097419778081935
BL2r05,48.0,5.52274845509436,4.245056430595184,73.23733735802729,26.63403275060431,9.975659281772636,0.7171246883652996,0.7502520086018624,0.6986449611541987,0.0846829325857878,0.6711751559194546,0.6995894800068566,0.4512541807334909,0.0433233080527731,1.803562401945717,0.0185814245516247,1.2914490115117214,0.8393595873845884,18.91086809196641,0.6256771795654142,1.3687556873951616,2.8763007432000225,0.5501808877158876,0.8840684890147118,0.6933442661547442,1.5068678475238269
BL2r00,48.0,5.169418871325856,4.398788015591141,72.8107595506454,26.744250058323985,9.962495134974397,0.7274410911656078,0.7488202981752993,0.6972351040289174,0.1093648254339798,0.6819384475125334,0.6958385313258537,0.4427335306403384,0.0483235527422453,1.848491908765709,0.020557458914715,1.2092175081740535,0.8344413765531765,18.93960905206731,0.6291550811221215,1.390435663968703,3.008352351622438,0.5597948117533623,0.8950873705778534,0.6688428189941064,1.4743605885947657
TGsb,48.0,5.195777366618035,3.2893241567334406,63.55703802316015,23.275964267947018,8.800364465657728,0.7425626931280535,0.7668207993061756,0.6170837737199354,0.0893845306372646,0.7142317931269707,0.7351836246408364,0.4150870157135764,0.0551090961917418,1.4552995001543116,0.0086373387300938,0.9018957141371198,0.8558533518689396,24.67472837912484,0.6974527709671611,1.1600246699722838,2.129299486761156,0.6093696117367257,0.8757557745193809,0.5373916921729903,1.6694255548114587
TGexp,48.0,5.1350690500938,4.495718113520948,72.7175395214223,26.92283679448096,10.077433640765117,0.7251272252115166,0.7476739568553451,0.6968001751056127,0.1158984905012473,0.6775118738148874,0.6936602200708221,0.4324650074855158,0.0472742658859221,1.889100761173367,0.0202475545470478,1.1998295741067813,0.8336747068366357,18.882381672410776,0.6230174810731371,1.4149215745261996,3.080796538994749,0.554515323630029,0.895739126793004,0.6710093774077127,1.4708592121217998
TGbig,48.0,5.14427156825325,4.542364605098942,73.40960639701215,26.76946609467127,9.945934892230072,0.7270224017364119,0.7486784348707373,0.6975526333060298,0.111056414385123,0.6822948753009136,0.6965867703418466,0.4622714940480681,0.0505902669238717,1.968700769660744,0.0247697442968839,1.24495669320864,0.8352959872467295,18.78403799526227,0.6342966480116402,1.5180285448036213,3.02433606029532,0.5621083603320285,0.8919364431407953,0.7153761935968198,1.4916783248753134
TGsm,48.0,5.044820539692018,4.712876119183725,73.92511930917884,26.820424200618763,9.934842072587616,0.7233271609230583,0.7468299654879657,0.690689386063205,0.1481066000567714,0.6831357128065664,0.698071031663674,0.5085984175415968,0.0542394220434638,2.1242087765375515,0.024228673266345,1.2677326179985264,0.8368792460274967,18.561649091244888,0.6575387414917859,1.73135711398725,2.981519005196475,0.5713942173294729,0.8752601045166436,0.7641333045231623,1.5177967533224634
TGn2,48.0,5.229125352089585,3.708556270542087,69.32724116719879,24.894720687570928,9.441696437156248,0.735544442352739,0.7584058723089901,0.6812050520535671,0.0969360531661214,0.6861568821513901,0.7060345443985202,0.3814036509297617,0.0445443268508716,1.5498897763167043,0.0106315217960936,1.1108736164862922,0.842563318966269,20.806437557239004,0.6139757798126151,1.1695403153621815,2.539015955179906,0.5581074458226779,0.9129814388827996,0.6085716559093556,1.5135881357622365
V2ds,48.0,5.101739566299392,4.499822133072052,70.73740991261451,27.07195762271824,10.167693430874031,0.7279010359990424,0.744994492192473,0.7158350778020105,0.1198983894223507,0.64524471814161,0.6561152824498367,0.2026060810471585,0.0308694193102469,1.7279571940269272,0.0207141911895901,1.0312421302038086,0.8142714650128174,18.898121027804027,0.5182792695151347,1.2105881472874338,3.2892339857846182,0.4950980751416634,0.9607039968564214,0.1477665650750448,1.2568685753587236
V2grad,48.0,5.188606521782968,4.297268467280559,70.01410138585669,27.11505733416472,10.26960161775252,0.7287829513404612,0.743952115271797,0.7457510464608124,0.1147128396547542,0.6367595919943619,0.6518121277734039,0.1741216547529422,0.0313558913619541,1.6267363410151543,0.0198353899358386,0.8768260053528357,0.8098031672670242,18.98053506060756,0.4903218188738785,1.1262189397611329,3.171049527519427,0.4789543004521077,0.9786116022288146,0.0799743218238299,1.2184682800323252
V2main,48.0,5.110693045078004,3.487706871465184,71.17934397511506,23.942367521086524,8.668138333800416,0.7206394714599093,0.7592206807475609,0.5684737296992141,0.0621008075733045,0.7003153180249931,0.7234204870799558,0.4922979936617937,0.0501611600817609,1.6395516471955762,0.0302512180459086,1.1737766124414746,0.8449779874917551,20.34203794480037,0.7527163387434747,1.497951711826388,1.989755159638796,0.6306453069522707,0.810633635967548,0.7558994630275789,1.6131692417979249
Fds,48.0,5.066790993944845,4.684986911890785,73.91764097530906,26.89298467172408,9.971321360312738,0.7251219972574012,0.7472928420662353,0.6934619160395954,0.1219969841111737,0.6828492578264324,0.6970470749262462,0.4859055433495118,0.0507441850865872,2.0736476901600422,0.0274125287314031,1.2692975919324263,0.8362849855477226,18.558229607527405,0.6445225461215266,1.6319136619172323,3.053073249973553,0.5661785754726859,0.8840654190421167,0.7322022741406012,1.5022858945203073
6,,,,,,,,,,,,,,,,,,,,,,,,,,
Gcm,48.0,5.18229844199218,4.25019481370836,70.33288565102849,26.79765264362165,10.099815506185998,0.7289943242741609,0.7468117849356709,0.7271056883004604,0.1210759988205983,0.6422834922017268,0.6597884448706574,0.1881803799505518,0.0316009283461768,1.6432883006328411,0.0155662332377383,1.0273240709476066,0.8153365262083255,19.07217378157584,0.5010409082257649,1.1520551956059657,3.098139618102394,0.4864623000370507,0.971526348511271,0.1399345261385487,1.2602494860272235
Gm2,48.0,5.075473009090653,3.7722337553128544,65.71675217815807,19.46097804416204,7.406149983412099,0.7090194057903022,0.7572737325129864,0.4848878890358181,0.0783136056831691,0.6926959609820339,0.7324916886028842,0.4492426527182719,0.0608819949347989,1.8020398870582328,0.0221734045958304,1.0124411268346816,0.853043401614716,22.4698154957798,0.7618628580913578,1.8493722755762148,1.92286147973664,0.6734029879465407,0.7446358236340637,0.9223934581688324,1.8404274812760588
Gm1,48.0,4.996017588237963,4.834260500449098,74.10069212645475,26.9413211614071,9.976576327501126,0.7240975892566821,0.7473481415301316,0.6935545868047991,0.1874232664700952,0.6825492284230616,0.6976815507868582,0.4990032698640124,0.053866853152673,2.186014707700933,0.0252666055170673,1.2826637118873008,0.8370112432039919,18.516980306252623,0.6481722012142965,1.7655886875919038,3.0686718128571946,0.5673246160885946,0.8808705624247696,0.7500184238559279,1.511816764967677
Dr5g15,48.0,5.242070341622507,4.244801895488339,73.84356840619039,26.74828311517168,9.920976522938982,0.727569581612848,0.7484719354658257,0.6919935720082603,0.1003411808791165,0.6873214290241814,0.6991976946790942,0.486296916416499,0.0528066077535963,1.848431549020072,0.0308414219864666,1.2894509470461024,0.8381122054305977,18.6418165241774,0.6544360569891156,1.4610931265209297,2.783708768967409,0.5730590137905921,0.8820801494351039,0.7352281364390761,1.5151692696572163
Dr3g1,48.0,5.245100541846242,4.26219669926477,73.32215517225673,26.673552127214982,9.787330765752934,0.7256826059283955,0.7492880444130382,0.6791280845045407,0.0917787909225766,0.6947883273789875,0.7025239119382478,0.5283834429502455,0.0550603319371368,1.9235764618116484,0.0329419252281615,1.2478296170321843,0.8381180503847335,18.875886454444107,0.6889801131616845,1.5786775418794072,2.683519157385362,0.5908740309985036,0.8604911808582877,0.7721458681889359,1.5304267870600563
Dr3ss,48.0,5.191267068865148,4.317539767403456,73.90229756267975,26.925888253663818,10.064037710996065,0.7237077580781991,0.7481000140937425,0.6904947291719344,0.1304096308299338,0.678360931218332,0.697167664839308,0.4539845459047223,0.0488238319376631,1.8442916365865367,0.0340537101516964,1.2897252639579773,0.8372599605182867,18.60266914860237,0.6303298465090217,1.4084447223465943,2.9090950450568607,0.5576581627021168,0.8897573534542813,0.6927241031162357,1.4971335754651898
Dr4g2,48.0,5.354113657623082,4.073850180470325,74.6558779802801,26.857505533636697,9.986883579644156,0.7254545643805157,0.7458266027247191,0.6920867200502131,0.089746946957437,0.6848356079311534,0.695455594206301,0.4814659793863549,0.0501749786853927,1.7838763751728888,0.0369215593706401,1.316060561934722,0.8371070916712305,18.26257521252668,0.6499645411265284,1.410743956969706,2.66310622350062,0.5692137759189572,0.8816953528420739,0.7183021975048435,1.503120322472885
Tr2g05,48.0,5.286306273354742,4.104584734060275,72.44324129473661,26.054680006977648,9.730101795133328,0.7288573597725497,0.7507209730279305,0.6869600594494214,0.0996453474215493,0.6877095699131058,0.7025266100453577,0.4772487653092155,0.0508272944608512,1.7851479314570036,0.0188992294490458,1.2506915095309863,0.8410029970898893,19.197165485341444,0.6510049254289836,1.4057817120303475,2.6988030220299266,0.5723065832462957,0.8854081362988039,0.7310487123134856,1.5269839303139383
